time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1964-02-29T15:20:13.390Z,34.904,141.996,25,6.05,mw,,,,,iscgem,iscgem870966,2022-04-27T00:15:58.653Z,"140 km SE of Hasaki, Japan",earthquake,,19.8,0.2,,reviewed,iscgem,iscgem
1964-02-05T11:30:17.870Z,36.382,141.116,45,6.05,mw,,,,,iscgem,iscgem870376,2022-04-27T00:15:32.288Z,"48 km ESE of Hitachi, Japan",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1964-01-28T14:09:17.090Z,36.48,70.947,195.5,6.6,mw,,,,,iscgem,iscgem871564,2022-04-27T00:17:49.816Z,"43 km SSE of Jurm, Afghanistan",earthquake,,5.3,0.1,,reviewed,iscgem,iscgem
1964-01-10T04:50:57.030Z,41.8,143,55,6.11,mw,,,,,iscgem,iscgem871180,2022-04-27T00:16:38.946Z,"79 km SE of Shizunai-furukawach?, Japan",earthquake,,4.8,0.46,,reviewed,iscgem,iscgem
1964-01-09T18:31:54.280Z,45.569,151.017,37.3,6.42,mw,,,,,iscgem,iscgem871172,2022-04-27T00:16:37.338Z,"248 km E of Kuril’sk, Russia",earthquake,,5,0.22,,reviewed,iscgem,iscgem
1964-01-06T23:45:28.240Z,50.887,157.229,55,6.17,mw,,,,,iscgem,iscgem871098,2022-04-27T00:16:34.933Z,"81 km ENE of Severo-Kuril’sk, Russia",earthquake,,5.2,0.2,,reviewed,iscgem,iscgem
1964-01-01T17:26:41.970Z,45.423,151.828,19.6,6.2,mw,,,,,iscgem,iscgem870993,2022-04-27T00:16:16.047Z,"Kuril Islands",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
1963-11-15T21:06:34.070Z,44.29,149.003,28.2,6.2,mw,,,,,iscgem,iscgem873542,2022-04-27T00:29:50.519Z,"137 km SE of Kuril’sk, Russia",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
1963-11-10T17:17:43.510Z,44.282,149.305,21.2,6.46,mw,,,,,iscgem,iscgem873513,2022-04-27T00:29:39.433Z,"154 km SE of Kuril’sk, Russia",earthquake,,3.7,0.44,,reviewed,iscgem,iscgem
1963-10-24T01:06:27.040Z,44.619,150.34,26.5,6.06,mw,,,,,iscgem,iscgem873393,2022-04-27T00:28:46.542Z,"205 km ESE of Kuril’sk, Russia",earthquake,,3.5,0.34,,reviewed,iscgem,iscgem
1963-10-20T11:52:21.600Z,44.62,150.406,35.7,6.23,mw,,,,,iscgem,iscgem873355,2022-04-27T00:28:28.020Z,"210 km ESE of Kuril’sk, Russia",earthquake,,4.7,0.43,,reviewed,iscgem,iscgem
1963-10-20T00:53:12.210Z,44.726,150.547,28.2,7.8,mw,,,,,iscgem,iscgem873349,2022-04-27T00:28:20.286Z,"217 km ESE of Kuril’sk, Russia",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem
1963-10-17T23:24:38.010Z,44.645,149.101,51.9,6.2,mw,,,,,iscgem,iscgem873326,2022-04-27T00:28:14.417Z,"116 km SE of Kuril’sk, Russia",earthquake,,4.9,0.37,,reviewed,iscgem,iscgem
1963-10-16T15:43:04.700Z,38.722,73.337,35,6.47,mw,,,,,iscgem,iscgem873305,2022-04-27T00:28:13.316Z,"82 km NW of Murghob, Tajikistan",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1963-10-14T13:21:43.280Z,44.681,150.964,27.4,6.08,mw,,,,,iscgem,iscgem873279,2022-04-27T00:28:08.579Z,"250 km ESE of Kuril’sk, Russia",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1963-10-14T04:11:16.120Z,44.641,150.674,37.1,6.04,mw,,,,,iscgem,iscgem873273,2022-04-27T00:28:07.363Z,"230 km ESE of Kuril’sk, Russia",earthquake,,4.8,0.2,,reviewed,iscgem,iscgem
1963-10-13T23:52:23.780Z,44.404,150.506,34,6.23,mw,,,,,iscgem,iscgem873269,2022-04-27T00:28:06.162Z,"227 km ESE of Kuril’sk, Russia",earthquake,,3.9,0.27,,reviewed,iscgem,iscgem
1963-10-13T17:25:55.080Z,44.748,150.76,15,6.16,mw,,,,,iscgem,iscgem873261,2022-04-27T00:28:02.499Z,"233 km ESE of Kuril’sk, Russia",earthquake,,6.5,0.26,,reviewed,iscgem,iscgem
1963-10-13T15:59:54.780Z,45.489,150.592,35,6.12,mw,,,,,iscgem,iscgem873258,2022-04-27T00:28:01.248Z,"214 km E of Kuril’sk, Russia",earthquake,,4.5,0.3,,reviewed,iscgem,iscgem
1963-10-13T12:58:22.550Z,44.783,150.383,38.6,6,mw,,,,,iscgem,iscgem873253,2022-04-27T00:27:59.841Z,"203 km ESE of Kuril’sk, Russia",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1963-10-13T05:17:59.000Z,44.872,149.483,35,8.5,mw,,,,,official,official19631013051759_30,2022-04-27T00:27:54.334Z,"132 km ESE of Kuril’sk, Russia",earthquake,,,,,reviewed,iscgem,official
1963-10-12T11:27:00.510Z,44.647,149.225,37.5,7,mw,,,,,iscgem,iscgem873224,2022-04-27T00:27:48.955Z,"124 km ESE of Kuril’sk, Russia",earthquake,,4.9,0.3,,reviewed,iscgem,iscgem
1963-10-03T23:24:36.810Z,32.052,131.731,35,6.2,mw,,,,,iscgem,iscgem873179,2022-04-27T00:27:37.910Z,"23 km ESE of Takanabe, Japan",earthquake,,4.8,0.2,,reviewed,iscgem,iscgem
1963-08-29T08:53:48.170Z,39.684,74.246,15,6.5,mw,,,,,iscgem,iscgem872989,2022-04-27T00:27:00.398Z,"144 km SSE of Uzgen, Kyrgyzstan",earthquake,,3.9,0.32,,reviewed,iscgem,iscgem
1963-08-15T06:11:32.910Z,37.721,141.883,35,6.54,mw,,,,,iscgem,iscgem872929,2022-04-27T00:26:28.707Z,"82 km ENE of Namie, Japan",earthquake,,4.7,0.2,,reviewed,iscgem,iscgem
1963-07-16T18:27:19.970Z,43.198,41.564,30,6.4,mw,,,,,iscgem,iscgem872738,2022-04-27T00:25:05.767Z,"40 km NNW of Tqvarch'eli, Georgia",earthquake,,3.9,0.3,,reviewed,iscgem,iscgem
1963-07-10T05:23:00.510Z,46.427,153.467,29.6,6.22,mw,,,,,iscgem,iscgem872700,2022-04-27T00:24:47.077Z,"Kuril Islands",earthquake,,4.6,0.2,,reviewed,iscgem,iscgem
1963-06-28T21:55:41.080Z,46.57,153.544,25,6.9,mw,,,,,iscgem,iscgem872610,2022-04-27T00:24:24.615Z,"Kuril Islands",earthquake,,4,0.4,,reviewed,iscgem,iscgem
1963-06-26T14:09:20.510Z,36.299,76.487,95,6,mw,,,,,iscgem,iscgem872584,2022-04-27T00:23:59.260Z,"135 km NE of Skardu, Pakistan",earthquake,,4,0.2,,reviewed,iscgem,iscgem
1963-05-26T23:06:56.230Z,55.038,159.87,30,6.07,mw,,,,,iscgem,iscgem17293791,2022-04-26T20:29:08.642Z,"64 km SSE of Atlasovo, Russia",earthquake,,25,0.39,,reviewed,iscgem,iscgem
1963-05-22T13:56:47.150Z,48.622,154.66,30,6.9,mw,,,,,iscgem,iscgem872363,2022-04-27T00:21:54.861Z,"251 km SSW of Severo-Kuril’sk, Russia",earthquake,,3.8,0.4,,reviewed,iscgem,iscgem
1963-05-08T10:22:11.250Z,36.296,141.142,46.5,6.25,mw,,,,,iscgem,iscgem872275,2022-04-27T00:20:50.577Z,"50 km E of ?arai, Japan",earthquake,,5.2,0.2,,reviewed,iscgem,iscgem
1963-04-19T07:35:24.450Z,35.613,96.993,20,6.7,mw,,,,,iscgem,iscgem17293645,2022-04-26T20:28:48.913Z,"Southern Qinghai, China",earthquake,,4,0.2,,reviewed,iscgem,iscgem
1963-03-30T16:52:01.190Z,44.184,148.024,58.7,6.1,mw,,,,,iscgem,iscgem872071,2022-04-27T00:19:55.136Z,"112 km ENE of Shikotan, Russia",earthquake,,5.1,0.4,,reviewed,iscgem,iscgem
1963-03-26T21:34:40.170Z,35.789,135.81,15,6.3,mw,,,,,iscgem,iscgem872037,2022-04-27T00:19:46.955Z,"27 km NW of Tsuruga, Japan",earthquake,,3.5,0.3,,reviewed,iscgem,iscgem
1963-03-16T08:44:50.910Z,46.636,154.783,15,7.65,mw,,,,,iscgem,iscgem871982,2022-04-27T00:19:04.075Z,"east of the Kuril Islands",earthquake,,3.6,0.3,,reviewed,iscgem,iscgem
1962-09-12T20:57:00.000Z,36.323,68.981,35,6.3,mw,,,,,iscgem,iscgem875333,2022-04-26T16:12:04.767Z,"31 km NNW of Nahr?n, Afghanistan",earthquake,,5,0.24,,reviewed,iscgem,iscgem
1962-09-01T19:20:41.480Z,35.656,49.843,15,7,mw,,,,,iscgem,iscgem17292570,2022-04-26T16:06:35.432Z,"47 km SSE of T?kest?n, Iran",earthquake,,3.8,0.2,,reviewed,iscgem,iscgem
1962-08-26T06:48:56.530Z,34.129,139.447,15,6,mw,,,,,iscgem,iscgem875226,2022-04-26T16:11:48.196Z,"76 km SE of Shimoda, Japan",earthquake,,3.5,0.4,,reviewed,iscgem,iscgem
1962-08-19T18:26:41.340Z,44.671,81.554,33.2,6.31,mw,,,,,iscgem,iscgem17292262,2022-04-26T16:06:18.650Z,"87 km NE of Huocheng, China",earthquake,,4.7,0.32,,reviewed,iscgem,iscgem
1962-07-17T17:20:26.130Z,42.861,145.005,49.9,6.01,mw,,,,,iscgem,iscgem875059,2022-04-26T16:10:38.393Z,"52 km ESE of Kushiro, Japan",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1962-07-06T23:05:34.760Z,36.458,70.412,216.2,6.71,mw,,,,,iscgem,iscgem17292105,2022-04-26T16:06:05.867Z,"51 km ESE of Farkh?r, Afghanistan",earthquake,,5.4,0.1,,reviewed,iscgem,iscgem
1962-05-21T12:02:54.420Z,36.929,95.925,17,6.6,mw,,,,,iscgem,iscgem17291888,2022-04-26T16:05:49.679Z,"",earthquake,,3.6,0.2,,reviewed,iscgem,iscgem
1962-05-07T17:39:54.040Z,45.261,146.901,25,6.5,mw,,,,,iscgem,iscgem874702,2022-04-26T16:09:44.256Z,"76 km W of Kuril’sk, Russia",earthquake,,3.7,0.4,,reviewed,iscgem,iscgem
1962-04-30T02:26:24.940Z,38.737,141.198,15,6.1,mw,,,,,iscgem,iscgem874654,2022-04-26T16:09:23.033Z,"20 km SSE of Ichinoseki, Japan",earthquake,,3.5,0.2,,reviewed,iscgem,iscgem
1962-04-25T15:47:28.830Z,38.258,142.864,35,6.3,mw,,,,,iscgem,iscgem874627,2022-04-26T16:09:18.734Z,"134 km SE of ?funato, Japan",earthquake,,13.3,0.26,,reviewed,iscgem,iscgem
1962-04-23T05:58:13.720Z,42.506,143.734,60,7.1,mw,,,,,iscgem,iscgem874610,2022-04-26T16:09:17.229Z,"62 km SE of Obihiro, Japan",earthquake,,22.9,0.4,,reviewed,iscgem,iscgem
1962-04-12T00:52:44.400Z,38.022,142.789,28,7.3,mw,,,,,iscgem,iscgem874529,2022-04-26T16:09:03.708Z,"137 km ESE of Ishinomaki, Japan",earthquake,,4.8,0.2,,reviewed,iscgem,iscgem
1962-02-20T16:05:46.050Z,42.845,144.952,50.7,6.08,mw,,,,,iscgem,iscgem874263,2022-04-26T16:07:58.171Z,"49 km ESE of Kushiro, Japan",earthquake,,5.2,0.39,,reviewed,iscgem,iscgem
1962-01-09T12:40:50.710Z,42.753,145.152,49,6.04,mw,,,,,iscgem,iscgem874010,2022-04-26T16:07:42.593Z,"68 km ESE of Kushiro, Japan",earthquake,,5.1,0.2,,reviewed,iscgem,iscgem
1962-01-04T04:35:44.950Z,33.623,135.317,50,6.18,mw,,,,,iscgem,iscgem873979,2022-04-26T16:07:32.725Z,"13 km SSW of Tanabe, Japan",earthquake,,5,0.26,,reviewed,iscgem,iscgem
1961-12-06T16:39:39.330Z,49.259,155.404,49.2,6.25,mw,,,,,iscgem,iscgem877785,2022-04-26T16:25:18.440Z,"165 km SSW of Severo-Kuril’sk, Russia",earthquake,,5.1,0.22,,reviewed,iscgem,iscgem
1961-12-04T12:38:14.130Z,33.344,95.252,15.8,6.08,mw,,,,,iscgem,iscgem17291220,2022-04-26T16:05:32.889Z,"Southern Qinghai, China",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1961-11-27T05:57:16.360Z,31.382,131.458,65,6.16,mw,,,,,iscgem,iscgem877746,2022-04-26T16:25:00.124Z,"23 km ESE of Kushima, Japan",earthquake,,7.3,0.32,,reviewed,iscgem,iscgem
1961-11-15T07:17:14.460Z,42.928,145.252,43,6.5,mw,,,,,iscgem,iscgem877692,2022-04-26T16:24:39.122Z,"51 km SSW of Nemuro, Japan",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1961-08-19T05:33:35.630Z,36.088,136.712,15,6.8,mw,,,,,iscgem,iscgem877216,2022-04-26T16:22:41.088Z,"19 km E of Katsuyama, Japan",earthquake,,4.5,0.3,,reviewed,iscgem,iscgem
1961-08-11T15:51:36.710Z,43.056,145.101,43.9,7.02,mw,,,,,iscgem,iscgem877175,2022-04-26T16:22:23.089Z,"48 km SW of Nemuro, Japan",earthquake,,5.2,0.3,,reviewed,iscgem,iscgem
1961-06-04T07:33:05.730Z,34.029,81.974,15,6.16,mw,,,,,iscgem,iscgem876710,2022-04-26T16:20:55.122Z,"western Xizang",earthquake,,5.9,0.51,,reviewed,iscgem,iscgem
1961-04-26T07:39:01.910Z,44.541,150.189,37.7,6.04,mw,,,,,iscgem,iscgem876467,2022-04-26T16:19:17.106Z,"197 km ESE of Kuril’sk, Russia",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1961-04-23T09:01:45.760Z,44.934,150.244,31.6,6.66,mw,,,,,iscgem,iscgem876452,2022-04-26T16:18:59.148Z,"189 km E of Kuril’sk, Russia",earthquake,,4.6,0.28,,reviewed,iscgem,iscgem
1961-04-13T16:34:44.590Z,39.762,77.712,35,7.04,mw,,,,,iscgem,iscgem17290245,2022-04-26T16:05:03.285Z,"151 km ENE of Kashgar, China",earthquake,,6,0.29,,reviewed,iscgem,iscgem
1961-04-04T09:46:43.780Z,39.858,77.91,20,6.34,mw,,,,,iscgem,iscgem17290212,2022-04-26T16:05:01.878Z,"170 km NNE of Shache, China",earthquake,,6.5,0.32,,reviewed,iscgem,iscgem
1961-04-01T15:18:28.370Z,39.857,77.841,20,6.77,mw,,,,,iscgem,iscgem876332,2022-04-26T16:18:29.011Z,"164 km ENE of Kashgar, China",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1961-03-11T01:31:42.330Z,48.708,154.88,55.1,6.09,mw,,,,,iscgem,iscgem876232,2022-04-26T16:17:41.533Z,"236 km SSW of Severo-Kuril’sk, Russia",earthquake,,5.1,0.2,,reviewed,iscgem,iscgem
1961-02-26T18:10:52.290Z,31.739,131.475,35,7.54,mw,,,,,iscgem,iscgem876175,2022-04-26T16:17:15.830Z,"18 km NNE of Nichinan, Japan",earthquake,,4.8,0.52,,reviewed,iscgem,iscgem
1961-02-23T04:16:18.140Z,38.396,143.249,15,6.19,mw,,,,,iscgem,iscgem876162,2022-04-26T16:16:57.269Z,"152 km ESE of ?funato, Japan",earthquake,,13.3,0.28,,reviewed,iscgem,iscgem
1961-02-15T10:45:18.080Z,43.694,147.628,33.9,6.12,mw,,,,,iscgem,iscgem876125,2022-04-26T16:16:48.344Z,"73 km E of Shikotan, Russia",earthquake,,4.7,0.27,,reviewed,iscgem,iscgem
1961-02-12T23:26:38.480Z,43.866,147.846,34,6.32,mw,,,,,iscgem,iscgem876104,2022-04-26T16:16:38.231Z,"Kuril Islands",earthquake,,4.6,0.24,,reviewed,iscgem,iscgem
1961-02-12T21:53:46.690Z,43.823,147.697,38.1,6.88,mw,,,,,iscgem,iscgem876101,2022-04-26T16:16:36.579Z,"78 km E of Shikotan, Russia",earthquake,,4.9,0.43,,reviewed,iscgem,iscgem
1961-01-16T15:41:13.990Z,36.202,141.741,30,6.69,mw,,,,,iscgem,iscgem875974,2022-04-26T16:15:42.909Z,"96 km ENE of Hasaki, Japan",earthquake,,12.4,0.25,,reviewed,iscgem,iscgem
1961-01-16T14:03:57.500Z,36.189,142.145,30,6.25,mw,,,,,iscgem,iscgem875972,2022-04-26T16:15:41.348Z,"128 km ENE of Hasaki, Japan",earthquake,,14.9,0.2,,reviewed,iscgem,iscgem
1961-01-16T12:12:30.610Z,36.226,141.815,30,7.03,mw,,,,,iscgem,iscgem875970,2022-04-26T16:15:40.002Z,"104 km ENE of Hasaki, Japan",earthquake,,4.6,0.2,,reviewed,iscgem,iscgem
1961-01-16T11:19:39.470Z,36.036,141.629,30,6.33,mw,,,,,iscgem,iscgem875968,2022-04-26T16:15:38.680Z,"79 km ENE of Hasaki, Japan",earthquake,,12.4,0.2,,reviewed,iscgem,iscgem
1961-01-16T07:20:13.560Z,36.121,141.758,30,7.2,mw,,,,,iscgem,iscgem875966,2022-04-26T16:15:37.186Z,"93 km ENE of Hasaki, Japan",earthquake,,14.9,0.59,,reviewed,iscgem,iscgem
1961-01-10T14:22:25.470Z,50.016,156.099,58.5,6.57,mw,,,,,iscgem,iscgem875939,2022-04-26T16:15:33.000Z,"73 km S of Severo-Kuril’sk, Russia",earthquake,,5,0.33,,reviewed,iscgem,iscgem
1960-12-03T04:24:18.840Z,43.099,104.521,20,6.77,mw,,,,,iscgem,iscgem880912,2022-04-26T16:38:46.509Z,"52 km S of Dalandzadgad, Mongolia",earthquake,,3.8,0.33,,reviewed,iscgem,iscgem
1960-11-09T10:43:45.640Z,32.706,103.629,25,6.29,mw,,,,,iscgem,iscgem880729,2022-04-26T16:37:55.484Z,"146 km NW of Jiangyou, China",earthquake,,25,0.27,,reviewed,iscgem,iscgem
1960-11-06T04:38:20.960Z,53.053,159.963,33.9,6.16,mw,,,,,iscgem,iscgem880702,2022-04-26T16:37:42.366Z,"89 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,,4.8,0.25,,reviewed,iscgem,iscgem
1960-10-28T22:29:25.600Z,34.947,141.419,25,6.1,mw,,,,,iscgem,iscgem880645,2022-04-26T16:37:31.737Z,"99 km ESE of ?hara, Japan",earthquake,,4,0.2,,reviewed,iscgem,iscgem
1960-10-13T14:52:39.540Z,54.698,161.442,36.2,6.44,mw,,,,,iscgem,iscgem880524,2022-04-26T16:37:08.594Z,"152 km SE of Atlasovo, Russia",earthquake,,4.8,0.25,,reviewed,iscgem,iscgem
1960-10-08T05:53:06.600Z,40.09,129.89,607.5,6.8,mw,,,,,iscgem,iscgem880492,2022-04-26T16:37:05.501Z,"108 km SSE of Kilju, North Korea",earthquake,,6.7,0.2,,reviewed,iscgem,iscgem
1960-09-17T08:05:37.850Z,49.323,155.537,60,6,mw,,,,,iscgem,iscgem880346,2022-04-26T16:36:04.382Z,"156 km SSW of Severo-Kuril’sk, Russia",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1960-09-03T23:46:30.650Z,44.686,149.381,43.1,6.23,mw,,,,,iscgem,iscgem880246,2022-04-26T16:35:30.088Z,"132 km ESE of Kuril’sk, Russia",earthquake,,5,0.43,,reviewed,iscgem,iscgem
1960-07-29T17:31:44.330Z,40.341,142.335,53.4,6.81,mw,,,,,iscgem,iscgem879935,2022-04-26T16:33:25.632Z,"",earthquake,,5.3,0.31,,reviewed,iscgem,iscgem
1960-07-25T03:41:11.280Z,55.626,162.972,20,6.49,mw,,,,,iscgem,iscgem879899,2022-04-26T16:33:13.774Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,15.2,0.24,,reviewed,iscgem,iscgem
1960-03-23T22:22:40.240Z,39.235,143.303,15,6.2,mw,,,,,iscgem,iscgem878627,2022-04-26T16:28:23.154Z,"119 km ESE of Yamada, Japan",earthquake,,9.3,0.5,,reviewed,iscgem,iscgem
1960-03-23T01:07:18.670Z,39.516,143.321,15,6.41,mw,,,,,iscgem,iscgem878608,2022-04-26T16:28:17.074Z,"118 km E of Yamada, Japan",earthquake,,12.9,0.5,,reviewed,iscgem,iscgem
1960-03-23T00:23:28.290Z,39.635,143.316,15,7.01,mw,,,,,iscgem,iscgem878607,2022-04-26T16:28:15.273Z,"118 km E of Miyako, Japan",earthquake,,12.9,0.5,,reviewed,iscgem,iscgem
1960-03-21T09:18:24.790Z,39.619,143.42,15,6,mw,,,,,iscgem,iscgem878584,2022-04-26T16:28:11.482Z,"127 km E of Miyako, Japan",earthquake,,12.9,0.44,,reviewed,iscgem,iscgem
1960-03-21T00:34:54.550Z,39.781,143.225,15,6.1,mw,,,,,iscgem,iscgem878572,2022-04-26T16:28:03.871Z,"111 km E of Miyako, Japan",earthquake,,10.6,0.54,,reviewed,iscgem,iscgem
1960-03-20T17:07:31.660Z,39.869,143.228,15,7.95,mw,,,,,iscgem,iscgem878564,2022-04-26T16:27:58.687Z,"113 km ENE of Miyako, Japan",earthquake,,3.6,0.43,,reviewed,iscgem,iscgem
1960-02-04T16:50:32.410Z,38.667,143.014,25,6.07,mw,,,,,iscgem,iscgem878191,2022-04-26T16:26:58.060Z,"off the east coast of Honshu, Japan",earthquake,,13.3,0.55,,reviewed,iscgem,iscgem
1960-01-31T05:08:21.990Z,33.093,134.885,20,6.33,mw,,,,,iscgem,iscgem878153,2022-04-26T16:26:41.771Z,"70 km ESE of Muroto-misakicho, Japan",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
1959-12-28T07:20:40.360Z,52.371,160.429,39.6,6.45,mw,,,,,iscgem,iscgem883587,2022-04-26T16:52:07.461Z,"144 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,,4.9,0.2,,reviewed,iscgem,iscgem
1959-12-27T15:53:00.570Z,55.953,162.745,26.8,6.59,mw,,,,,iscgem,iscgem883583,2022-04-26T16:52:00.853Z,"34 km SSE of Ust’-Kamchatsk Staryy, Russia",earthquake,,3.9,0.24,,reviewed,iscgem,iscgem
1959-11-30T11:13:01.940Z,44.482,80.676,35,6.02,mw,,,,,iscgem,iscgem883380,2022-04-26T16:50:25.088Z,"50 km NNW of Huocheng, China",earthquake,,25,0.27,,reviewed,iscgem,iscgem
1959-11-15T10:25:18.560Z,38.78,75.311,47.8,6.07,mw,,,,,iscgem,iscgem883287,2022-04-26T16:50:02.923Z,"96 km SW of Kashgar, China",earthquake,,4.9,0.2,,reviewed,iscgem,iscgem
1959-11-08T13:55:03.120Z,43.972,140.743,30,6.49,mw,,,,,iscgem,iscgem17288196,2022-04-26T16:04:48.625Z,"72 km W of Rumoi, Japan",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1959-10-27T06:52:52.560Z,45.782,151.172,61.8,6.71,mw,,,,,iscgem,iscgem883175,2022-04-26T16:49:31.429Z,"264 km ENE of Kuril’sk, Russia",earthquake,,5,0.27,,reviewed,iscgem,iscgem
1959-10-26T07:35:11.980Z,37.468,143.009,20,6.53,mw,,,,,iscgem,iscgem883170,2022-04-26T16:49:30.473Z,"177 km E of Namie, Japan",earthquake,,3.7,0.2,,reviewed,iscgem,iscgem
1959-10-24T23:40:38.510Z,41.663,69.85,15,6.01,mw,,,,,iscgem,iscgem883162,2022-04-26T16:49:13.626Z,"13 km NNE of G‘azalkent, Uzbekistan",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1959-08-29T17:03:15.560Z,52.732,107.088,10,6.1,mw,,,,,iscgem,iscgem882766,2022-04-26T16:47:43.709Z,"46 km E of Yelantsy, Russia",earthquake,,4.8,0.3,,reviewed,iscgem,iscgem
1959-08-08T00:47:42.450Z,54.869,162.793,25,6.09,mw,,,,,iscgem,iscgem882593,2022-04-26T16:46:33.020Z,"152 km S of Ust’-Kamchatsk Staryy, Russia",earthquake,,13.4,0.45,,reviewed,iscgem,iscgem
1959-06-18T15:31:30.350Z,54.101,159.953,10,6.93,mw,,,,,iscgem,iscgem882280,2022-04-26T16:45:19.897Z,"108 km SE of Mil’kovo, Russia",earthquake,,3.6,0.42,,reviewed,iscgem,iscgem
1959-05-05T19:04:19.830Z,53.467,158.83,15,6.33,mw,,,,,iscgem,iscgem881936,2022-04-26T16:43:50.411Z,"43 km NE of Yelizovo, Russia",earthquake,,7.8,0.31,,reviewed,iscgem,iscgem
1959-05-04T07:15:47.930Z,53.257,159.732,55,7.9,mw,,,,,iscgem,iscgem881925,2022-04-26T16:43:38.408Z,"76 km ENE of Petropavlovsk-Kamchatsky, Russia",earthquake,,5.1,0.4,,reviewed,iscgem,iscgem
1959-01-30T22:16:53.810Z,43.429,144.467,25,6.38,mw,,,,,iscgem,iscgem881316,2022-04-26T16:41:12.096Z,"50 km N of Kushiro, Japan",earthquake,,25,0.44,,reviewed,iscgem,iscgem
1959-01-30T20:39:01.350Z,43.371,144.509,25,6.38,mw,,,,,iscgem,iscgem881315,2022-04-26T16:41:10.784Z,"45 km NNE of Kushiro, Japan",earthquake,,25,0.49,,reviewed,iscgem,iscgem
1959-01-22T07:33:18.910Z,43.425,144.373,15,6.17,mw,,,,,iscgem,iscgem881242,2022-04-26T16:40:33.884Z,"49 km SSE of Motomachi, Japan",earthquake,,25,0.28,,reviewed,iscgem,iscgem
1959-01-22T05:10:32.540Z,37.492,142.33,35,6.95,mw,,,,,iscgem,iscgem881240,2022-04-26T16:40:27.117Z,"117 km E of Namie, Japan",earthquake,,12.7,0.42,,reviewed,iscgem,iscgem
1958-12-21T05:46:31.500Z,44.598,80.939,20,6.42,mw,,,,,iscgem,iscgem885737,2022-04-26T17:06:40.853Z,"60 km N of Huocheng, China",earthquake,,10.2,0.25,,reviewed,iscgem,iscgem
1958-11-30T01:32:45.810Z,32.299,142.36,15,6.08,mw,,,,,iscgem,iscgem885605,2022-04-26T17:05:46.640Z,"Izu Islands, Japan region",earthquake,,33,0.26,,reviewed,iscgem,iscgem
1958-11-20T05:36:40.900Z,51.872,159.52,40,6.07,mw,,,,,iscgem,iscgem885558,2022-04-26T17:05:40.933Z,"140 km SSE of Vilyuchinsk, Russia",earthquake,,15.9,0.28,,reviewed,iscgem,iscgem
1958-11-19T09:23:52.640Z,44.081,148.766,28.2,6.08,mw,,,,,iscgem,iscgem885554,2022-04-26T17:05:39.603Z,"145 km SSE of Kuril’sk, Russia",earthquake,,3.8,0.2,,reviewed,iscgem,iscgem
1958-11-13T04:04:44.990Z,44.238,148.217,45,6.08,mw,,,,,iscgem,iscgem885499,2022-04-26T17:05:24.176Z,"113 km SSE of Kuril’sk, Russia",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1958-11-12T20:23:33.540Z,44.215,148.754,35,7,mw,,,,,iscgem,iscgem885493,2022-04-26T17:05:21.056Z,"132 km SSE of Kuril’sk, Russia",earthquake,,4.7,0.4,,reviewed,iscgem,iscgem
1958-11-08T09:22:57.470Z,51.755,159.66,20,6.18,mw,,,,,iscgem,iscgem885456,2022-04-26T17:05:00.239Z,"156 km SSE of Vilyuchinsk, Russia",earthquake,,15.9,0.33,,reviewed,iscgem,iscgem
1958-11-07T04:59:59.060Z,44.367,149.324,36.5,6.07,mw,,,,,iscgem,iscgem885428,2022-04-26T17:04:43.233Z,"149 km SE of Kuril’sk, Russia",earthquake,,3.9,0.21,,reviewed,iscgem,iscgem
1958-11-06T22:58:09.000Z,44.479,148.485,35,8.3,mw,,,,,official,official19581106225809_30,2022-04-26T17:04:42.108Z,"95 km SSE of Kuril’sk, Russia",earthquake,,,,,automatic,iscgem,official
1958-09-14T14:21:42.290Z,56.616,121.074,15,6.19,mw,,,,,iscgem,iscgem885127,2022-04-26T17:03:20.355Z,"171 km E of Novaya Chara, Russia",earthquake,,4.6,0.3,,reviewed,iscgem,iscgem
1958-09-03T08:10:26.660Z,40.643,143.138,25,6.1,mw,,,,,iscgem,iscgem885093,2022-04-26T17:03:06.644Z,"139 km E of Hachinohe, Japan",earthquake,,3.9,0.24,,reviewed,iscgem,iscgem
